timestamp,device,lat,lon,alt,heading,speed,fix_mode,satellites_used,satellites_visible,hdop,vdop,pdop,eph,epv
2025-03-14 16:01:47,rover,34.1519337,-77.8668553,0,285.2241,0.005,RTK_FIX,0,0,0.0,0.0,0.0,1.314,2.036
2025-03-14 16:01:48,rover,34.1519338,-77.8668543,0,285.2241,0.009,RTK_FIX,0,0,0.0,0.0,0.0,1.335,2.06
2025-03-14 16:01:48,base,34.1519319,-77.8668458,0,286.221,0.01,DGPS,26,36,0.53,0.79,0.95,0.674,1.039
2025-03-14 16:01:49,rover,34.1519338,-77.8668543,0,285.2241,0.005,RTK_FIX,0,0,0.0,0.0,0.0,1.299,2.005
2025-03-14 16:01:49,base,34.1519319,-77.8668458,0,286.221,0.01,DGPS,26,37,0.53,0.79,0.95,0.674,1.039
2025-03-14 16:01:50,rover,34.1519339,-77.8668534,0,285.2241,0.004,RTK_FIX,0,0,0.0,0.0,0.0,1.363,2.098
2025-03-14 16:01:50,base,34.1519319,-77.8668458,0,286.221,0.01,DGPS,25,37,0.56,0.83,1.0,0.674,1.039
2025-03-14 16:01:51,rover,34.1519339,-77.8668534,0,285.2241,0.011,RTK_FIX,0,0,0.0,0.0,0.0,1.383,2.129
2025-03-14 16:01:51,base,34.1519319,-77.8668458,0,286.221,0.01,DGPS,27,36,0.52,0.76,0.92,0.674,1.039
2025-03-14 16:01:52,rover,34.1519342,-77.8668527,0,285.2241,0.007,RTK_FIX,0,0,0.0,0.0,0.0,1.34,2.058
2025-03-14 16:01:52,base,34.1519319,-77.8668458,0,286.221,0.01,DGPS,27,36,0.52,0.76,0.92,0.674,1.039
2025-03-14 16:01:53,rover,34.1519343,-77.866853,0,285.2241,0.069,RTK_FIX,0,0,0.0,0.0,0.0,1.319,2.026
2025-03-14 16:01:53,base,34.1519325,-77.8668444,0,286.221,0.063,DGPS,26,36,0.53,0.76,0.92,0.669,1.025
2025-03-14 16:01:54,rover,34.1519348,-77.8668544,0,291.3008,0.148,RTK_FIX,0,0,0.0,0.0,0.0,1.288,1.975
2025-03-14 16:01:54,base,34.1519325,-77.8668444,0,286.221,0.063,DGPS,26,36,0.53,0.79,0.95,0.669,1.025
2025-03-14 16:01:55,rover,34.1519349,-77.866855,0,289.6305,0.016,RTK_FIX,0,0,0.0,0.0,0.0,1.322,2.026
2025-03-14 16:01:55,base,34.151933,-77.8668455,0,285.5337,0.023,DGPS,26,36,0.53,0.79,0.95,0.665,1.013
2025-03-14 16:01:56,rover,34.151935,-77.8668537,0,289.6305,0.002,RTK_FIX,0,0,0.0,0.0,0.0,1.229,1.871
2025-03-14 16:01:56,base,34.151933,-77.8668455,0,285.5337,0.023,DGPS,26,36,0.53,0.79,0.95,0.665,1.013
2025-03-14 16:01:57,rover,34.151935,-77.8668537,0,289.6305,0.002,RTK_FIX,0,0,0.0,0.0,0.0,1.322,2.012
2025-03-14 16:01:57,base,34.151933,-77.8668455,0,285.5337,0.023,DGPS,26,36,0.53,0.79,0.95,0.665,1.013
2025-03-14 16:01:58,rover,34.151935,-77.8668537,0,289.6305,0.002,RTK_FIX,0,0,0.54,0.79,0.96,1.322,2.012
2025-03-14 16:01:58,base,34.1519335,-77.8668447,0,285.5337,0.007,DGPS,26,36,0.53,0.79,0.95,0.665,1.001
2025-03-14 16:01:59,rover,34.1519353,-77.866853,0,289.6305,0.015,RTK_FIX,0,0,0.0,0.0,0.0,1.297,1.959
2025-03-14 16:01:59,base,34.1519336,-77.8668444,0,285.5337,0.015,DGPS,26,36,0.53,0.79,0.95,0.664,0.998
2025-03-14 16:02:00,rover,34.1519356,-77.8668526,0,289.6305,0.007,RTK_FIX,0,0,0.0,0.0,0.0,1.384,2.078
