timestamp,device,lat,lon,alt,heading,speed,fix_mode,satellites_used,satellites_visible,hdop,vdop,pdop,eph,epv
2025-03-14 16:02:29,rover,34.1519368,-77.8668505,0,289.6305,0.003,RTK_FIX,0,0,0.0,0.0,0.0,1.496,2.187
2025-03-14 16:02:29,base,34.151935,-77.8668423,0,285.5337,0.013,DGPS,0,0,0.46,0.71,0.84,0.649,0.946
2025-03-14 16:02:30,rover,34.1519369,-77.8668504,0,289.6305,0.002,RTK_FIX,0,0,0.0,0.0,0.0,1.611,2.349
2025-03-14 16:02:30,base,34.151935,-77.8668423,0,285.5337,0.013,DGPS,0,0,0.48,0.73,0.88,0.649,0.946
2025-03-14 16:02:31,rover,34.1519369,-77.8668504,0,289.6305,0.004,RTK_FIX,0,0,0.0,0.0,0.0,1.589,2.317
2025-03-14 16:02:31,base,34.151935,-77.8668423,0,285.5337,0.013,DGPS,0,0,0.48,0.73,0.88,0.649,0.946
2025-03-14 16:02:32,rover,34.1519372,-77.8668503,0,289.6305,0.011,RTK_FIX,0,0,0.0,0.0,0.0,1.677,2.441
2025-03-14 16:02:32,base,34.151935,-77.8668423,0,285.5337,0.013,DGPS,0,0,0.48,0.73,0.88,0.649,0.946
2025-03-14 16:02:33,rover,34.1519373,-77.8668501,0,289.6305,0.006,RTK_FIX,0,0,0.0,0.0,0.0,1.675,2.435
2025-03-14 16:02:33,base,34.151935,-77.8668423,0,285.5337,0.013,DGPS,0,0,0.48,0.73,0.88,0.649,0.946
2025-03-14 16:02:34,rover,34.1519374,-77.8668502,0,289.6305,0.001,RTK_FIX,0,0,0.0,0.0,0.0,1.638,2.381
2025-03-14 16:02:34,base,34.151935,-77.8668423,0,285.5337,0.013,DGPS,0,0,0.48,0.73,0.88,0.649,0.946
2025-03-14 16:02:35,rover,34.1519374,-77.8668502,0,289.6305,0.002,RTK_FIX,0,0,0.0,0.0,0.0,1.569,2.281
2025-03-14 16:02:35,base,34.151935,-77.8668423,0,285.5337,0.013,DGPS,0,0,0.48,0.73,0.88,0.649,0.946
2025-03-14 16:02:36,rover,34.1519376,-77.8668501,0,289.6305,0.006,RTK_FIX,0,0,0.0,0.0,0.0,1.647,2.395
2025-03-14 16:02:36,base,34.151935,-77.8668423,0,285.5337,0.013,DGPS,0,0,0.48,0.73,0.88,0.649,0.946
2025-03-14 16:02:37,rover,34.1519376,-77.8668501,0,289.6305,0.006,RTK_FIX,0,0,0.0,0.0,0.0,1.534,2.231
2025-03-14 16:02:37,base,34.151935,-77.8668423,0,285.5337,0.013,DGPS,0,0,0.46,0.71,0.84,0.649,0.946
2025-03-14 16:02:38,rover,34.1519379,-77.8668498,0,289.6305,0.004,RTK_FIX,0,0,0.0,0.0,0.0,1.537,2.234
2025-03-14 16:02:38,base,34.1519361,-77.8668416,0,285.5337,0.019,DGPS,0,0,0.0,0.0,0.0,0.662,0.961
2025-03-14 16:02:39,rover,34.1519379,-77.8668498,0,289.6305,0.007,RTK_FIX,0,0,0.0,0.0,0.0,1.382,2.009
2025-03-14 16:02:39,base,34.1519361,-77.8668416,0,285.5337,0.019,DGPS,0,0,0.46,0.71,0.84,0.662,0.961
2025-03-14 16:02:40,rover,34.151938,-77.8668498,0,289.6305,0.007,RTK_FIX,0,0,0.0,0.0,0.0,1.449,2.104
2025-03-14 16:02:40,base,34.1519361,-77.8668416,0,285.5337,0.019,DGPS,0,0,0.46,0.71,0.84,0.662,0.961
2025-03-14 16:02:41,rover,34.151938,-77.8668497,0,289.6305,0.007,RTK_FIX,0,0,0.0,0.0,0.0,1.42,2.062
2025-03-14 16:02:41,base,34.1519361,-77.8668416,0,285.5337,0.019,DGPS,0,0,0.46,0.71,0.85,0.662,0.961
2025-03-14 16:02:42,rover,34.1519383,-77.8668498,0,289.6305,0.007,RTK_FIX,0,0,0.0,0.0,0.0,1.365,1.979
2025-03-14 16:02:42,base,34.1519361,-77.8668416,0,285.5337,0.019,DGPS,0,0,0.46,0.71,0.85,0.662,0.961
