timestamp,lat,lon,heading,speed,target_idx,distance,cte
1741620569.3364644,34.15190121,-77.86675711,45.600279434788035,0.007222222222222222,1,26.554324099400837,23.45263819949146
1741620569.443637,34.15190121,-77.86675711,45.600279434788035,0.007222222222222222,1,26.554324099400837,23.45263819949146
1741620569.5495274,34.151901206666665,-77.86675711333334,45.60387090825867,0.004722222222222222,1,26.55437708097415,23.452453372613025
1741620569.654,34.151901206666665,-77.86675711333334,45.60387090825867,0.004722222222222222,1,26.55437708097415,23.452453372613025
1741620569.7582233,34.151901466666665,-77.86675669833333,46.01302596617228,0.24888888888888888,1,26.560204446154497,23.480617829201858
1741620569.8605416,34.151901466666665,-77.86675669833333,46.01302596617228,0.24888888888888888,1,26.560204446154497,23.480617829201858
1741620569.9673827,34.15190159666667,-77.866756595,45.761665658695506,0.2808333333333333,1,26.556467274802042,23.48546077475069
1741620570.0701764,34.15190159666667,-77.866756595,45.761665658695506,0.2808333333333333,1,26.556467274802042,23.48546077475069
1741620570.1730669,34.15190197333333,-77.86675605666667,46.04206607859953,0.4025,1,26.561060031880825,23.520685441632725
1741620570.2762141,34.15190197333333,-77.86675605666667,46.04206607859953,0.4025,1,26.561060031880825,23.520685441632725
1741620570.3790784,34.15190154333333,-77.86675641166667,46.81233838107448,0.42833333333333334,1,26.572478986377657,23.503495214578336
1741620570.4815512,34.15190154333333,-77.86675641166667,46.81233838107448,0.42833333333333334,1,26.572478986377657,23.503495214578336
1741620570.5850146,34.15190198166667,-77.86675589166667,46.64265271833432,0.33666666666666667,1,26.571010727378948,23.535043389195103
1741620570.6880522,34.15190198166667,-77.86675589166667,46.64265271833432,0.33666666666666667,1,26.571010727378948,23.535043389195103
1741620570.7908807,34.151902445,-77.86675528166667,46.703296895042854,0.40944444444444444,1,26.573542771969684,23.573743068702573
1741620570.8940907,34.151902445,-77.86675528166667,46.703296895042854,0.40944444444444444,1,26.573542771969684,23.573743068702573
1741620570.9967642,34.15190287666667,-77.866754655,46.945051230316324,0.3558333333333333,1,26.57987417791315,23.61497393051515
1741620571.0993845,34.15190287666667,-77.866754655,46.945051230316324,0.3558333333333333,1,26.57987417791315,23.61497393051515
1741620571.2018301,34.15190206333333,-77.86675586166666,46.35876562769141,0.3797222222222222,1,26.566451871053314,23.534988932932446
1741620571.3049617,34.15190155,-77.86675639666667,46.838801203945366,0.3608333333333333,1,26.572910383910777,23.504604009812628
1741620571.4084015,34.15190155,-77.86675639666667,46.838801203945366,0.3608333333333333,1,26.572910383910777,23.504604009812628
