timestamp,lat,lon,heading,speed,target_idx,distance,cte
1741643314.9639993,34.15190085333333,-77.86676987333334,310.8908048849958,0.008888888888888889,1,22.322601798395034,0.4191100452325877
1741643315.072638,34.15190085333333,-77.86676987333334,310.8908048849958,0.008888888888888889,1,22.322601798395034,0.4191100452325877
1741643315.179599,34.15190085,-77.86676988166667,310.83453399008687,0.006944444444444445,1,22.322050829715927,0.41842171446164284
1741643315.2861762,34.15190085,-77.86676988166667,310.83453399008687,0.006944444444444445,1,22.322050829715927,0.41842171446164284
1741643315.3921509,34.151900923333336,-77.86677019,309.97277027114166,0.15611111111111112,1,22.292770929956674,0.40877365429025525
1741643315.4978468,34.151900923333336,-77.86677019,309.97277027114166,0.15611111111111112,1,22.292770929956674,0.40877365429025525
1741643315.6040099,34.15190077333333,-77.86677022833334,308.91537009577047,0.09722222222222221,1,22.296336506930185,0.39502326529556303
1741643315.7103472,34.15190077333333,-77.86677022833334,308.91537009577047,0.09722222222222221,1,22.296336506930185,0.39502326529556303
1741643315.8161805,34.15190096333333,-77.86677059666667,308.59020958609085,0.20722222222222222,1,22.256722895883776,0.3917854210992332
1741643315.922299,34.151900725,-77.86677069,306.82357892702305,0.25055555555555553,1,22.25967924898038,0.3688382419413019
1741643316.0280912,34.151900725,-77.86677069,306.82357892702305,0.25055555555555553,1,22.25967924898038,0.3688382419413019
1741643316.1347013,34.151900725,-77.86677069,306.82357892702305,0.25055555555555553,1,22.25967924898038,0.3688382419413019
1741643316.2404864,34.151900733333335,-77.866770865,306.22939574748835,0.2791666666666666,1,22.244578129488453,0.3611101167634443
1741643316.345997,34.151900776666665,-77.86677108166667,305.7141586634099,0.3705555555555556,1,22.224382194989936,0.3540339768366942
1741643316.4516673,34.151900776666665,-77.86677108166667,305.7141586634099,0.3705555555555556,1,22.224382194989936,0.3540339768366942
