Iteration 0: x=34.151977164792044, y=-77.86698268629279, yaw=-0.2110571583433766, v=0.1, steer_angle=0.0, target_idx=2, distance_to_target=0.5641261384700457, cte=-0.0000, heading_error=0.00°
Iteration 126: x=34.15197534444924, y=-77.8668848327044, yaw=-0.636329857716199, v=1.1838704324016194, steer_angle=0.3978729570766632, target_idx=34, distance_to_target=1.1701460839122826, cte=0.6474, heading_error=0.17°
Iteration 127: x=34.15197620284067, y=-77.86688559909366, yaw=-0.7573578872069733, v=1.1846769107815385, steer_angle=-0.3282201189922023, target_idx=34, distance_to_target=1.0521859151506268, cte=0.5329, heading_error=-7.75°
Iteration 128: x=34.151977005068346, y=-77.86688651559776, yaw=-0.6981356123133068, v=1.2254430652424615, steer_angle=0.15971863686070897, target_idx=35, distance_to_target=0.9337195142284925, cte=0.4159, heading_error=-1.12°
Iteration 129: x=34.15197787750792, y=-77.86688740021899, yaw=-0.7865819856157517, v=1.2641709119803384, steer_angle=-0.22911792523160357, target_idx=35, distance_to_target=1.3426501992798943, cte=0.8114, heading_error=-8.17°
Iteration 130: x=34.151978705282374, y=-77.86688840285963, yaw=-0.7482104089101028, v=1.3009623663813215, steer_angle=0.09800092720218484, target_idx=35, distance_to_target=1.2162390538408328, cte=0.6849, heading_error=-3.39°
Iteration 131: x=34.151979587355925, y=-77.86688939227611, yaw=-0.8049190637632696, v=1.3359142480622554, steer_angle=-0.1405645888925423, target_idx=35, distance_to_target=1.086020533696043, cte=0.5557, heading_error=-5.35°
Iteration 132: x=34.15198044233909, y=-77.86689046656862, yaw=-0.7816516783851308, v=1.3691185356591427, steer_angle=0.056587612610485255, target_idx=36, distance_to_target=0.9522337730166769, cte=0.4230, heading_error=-2.09°
Iteration 133: x=34.151981337944186, y=-77.86689154072475, yaw=-0.8036401416315724, v=1.4006626088761855, steer_angle=-0.05228103166051068, target_idx=36, distance_to_target=1.3498862524946835, cte=0.8154, heading_error=-5.61°
Iteration 134: x=34.151982232526876, y=-77.86689266190086, yaw=-0.8127301833939327, v=1.4306294784323763, steer_angle=-0.0211764193712789, target_idx=36, distance_to_target=1.209594661646261, cte=0.6752, heading_error=-4.38°
Iteration 135: x=34.15198313627171, y=-77.86689381536209, yaw=-0.8304439208137532, v=1.4590980045107576, steer_angle=-0.04044525565471263, target_idx=36, distance_to_target=1.0663112529579366, cte=0.5324, heading_error=-3.72°
Iteration 136: x=34.151984039402365, y=-77.86689500972118, yaw=-0.8343525927820108, v=1.4861431042852198, steer_angle=-0.008766701364411544, target_idx=37, distance_to_target=0.9202164942806808, cte=0.3874, heading_error=-2.45°
Iteration 137: x=34.15198495420948, y=-77.86689622905878, yaw=-0.8081037247892382, v=1.5118359490709588, steer_angle=0.057809668706345185, target_idx=37, distance_to_target=1.3072189187885155, cte=0.7716, heading_error=-3.74°
Iteration 138: x=34.15198591037703, y=-77.86689743817388, yaw=-0.865148041785626, v=1.5362441516174108, steer_angle=-0.12314808461786275, target_idx=37, distance_to_target=1.1558230360340072, cte=0.6205, heading_error=-5.04°
Iteration 139: x=34.151986821489096, y=-77.86689873041132, yaw=-0.8273815551328988, v=1.5594319440365403, steer_angle=0.0805523373848045, target_idx=37, distance_to_target=1.001934482946371, cte=0.4669, heading_error=-1.72°
Iteration 140: x=34.151987785760575, y=-77.86689999781112, yaw=-0.8847316074064165, v=1.5814603468347133, steer_angle=-0.12029628990740365, target_idx=38, distance_to_target=0.8460552545269588, cte=0.3126, heading_error=-3.22°
Iteration 141: x=34.15198870027217, y=-77.86690134754282, yaw=-0.7864022842598615, v=1.6023873294929776, steer_angle=0.20176436046915114, target_idx=38, distance_to_target=1.2237765880438756, cte=0.6878, heading_error=-1.37°
Iteration 142: x=34.15198970721667, y=-77.86690256676481, yaw=-0.9301791246970018, v=1.5822679630183287, steer_angle=-0.2941077889113284, target_idx=38, distance_to_target=1.0636491988712893, cte=0.5283, heading_error=-6.42°
Iteration 143: x=34.15199054891257, y=-77.86690393106691, yaw=-0.779008296439888, v=1.5631545648674123, steer_angle=0.3118447254903489, target_idx=39, distance_to_target=0.9051942345512397, cte=0.3700, heading_error=1.64°
Iteration 144: x=34.15199153939562, y=-77.86690511275218, yaw=-0.9083711813457093, v=1.5449968366240416, steer_angle=-0.27217453850574963, target_idx=39, distance_to_target=1.285951215002053, cte=0.7499, heading_error=-7.38°
Iteration 145: x=34.151992408055825, y=-77.86690645849308, yaw=-0.782375150996463, v=1.5677469947928395, steer_angle=0.26174596024694424, target_idx=39, distance_to_target=1.131313830573113, cte=0.5952, heading_error=-0.24°
Iteration 146: x=34.15199339802844, y=-77.86690764754962, yaw=-0.9520297647485122, v=1.5493596450531975, steer_angle=-0.3499743477066279, target_idx=40, distance_to_target=0.9749174741522489, cte=0.4397, heading_error=-6.66°
Iteration 147: x=34.151994198518906, y=-77.86690900602466, yaw=-0.6870721477306065, v=1.5318916628005377, steer_angle=0.5229885271525836, target_idx=40, distance_to_target=1.3563124145078564, cte=0.8198, heading_error=1.73°
Iteration 148: x=34.151995233016805, y=-77.86691003161515, yaw=-1.0922408375709332, v=1.4852970796605107, steer_angle=-0.7379227705239666, target_idx=40, distance_to_target=1.2040640265961675, cte=0.6681, heading_error=-12.59°
Iteration 149: x=34.1519958308471, y=-77.86691142414011, yaw=-0.5770342379723811, v=1.4410322256774852, steer_angle=0.8726646259971648, target_idx=40, distance_to_target=1.0567083656102334, cte=0.5202, heading_error=9.64°
Iteration 150: x=34.15199688712067, y=-77.86691225498711, yaw=-1.0772062899243535, v=1.398980614393611, steer_angle=-0.8726646259971648, target_idx=41, distance_to_target=0.9178225893425331, cte=0.3839, heading_error=-17.61°
Iteration 151: x=34.15199746720733, y=-77.86691355788064, yaw=-0.5913170582366318, v=1.3590315836739304, steer_angle=0.8726646259971648, target_idx=41, distance_to_target=1.3183592893979394, cte=0.7816, heading_error=8.24°
Iteration 152: x=34.15199845528853, y=-77.86691435959753, yaw=-1.0636376106733152, v=1.3210800044902338, steer_angle=-0.8726646259971648, target_idx=41, distance_to_target=1.1862653730281152, cte=0.6503, heading_error=-18.11°
Iteration 153: x=34.151999017569096, y=-77.86691558243608, yaw=-0.6042073035251181, v=1.285026004265722, steer_angle=0.8726646259971648, target_idx=41, distance_to_target=1.0577306944363747, cte=0.5210, heading_error=7.42°
Iteration 154: x=34.15199994489199, y=-77.86691635599537, yaw=-1.0513918776492532, v=1.250774704052436, steer_angle=-0.8726646259971648, target_idx=42, distance_to_target=0.932444170437111, cte=0.3969, heading_error=-17.22°
Iteration 155: x=34.15200048965553, y=-77.8669175073015, yaw=-0.615840749897977, v=1.218235968849814, steer_angle=0.8726646259971648, target_idx=42, distance_to_target=1.3472490282245766, cte=0.8104, heading_error=6.29°
Iteration 156: x=34.15200136280739, y=-77.86691825394365, yaw=-1.0403401035950373, v=1.1873241704073234, steer_angle=-0.8726646259971648, target_idx=42, distance_to_target=1.2278024248973993, cte=0.6913, heading_error=-17.57°
Iteration 157: x=34.15200189059307, y=-77.86691934130154, yaw=-0.679686283312245, v=1.1579579618869573, steer_angle=0.8041327785651319, target_idx=42, distance_to_target=1.1119588859121095, cte=0.5750, heading_error=5.50°
Iteration 158: x=34.152002682418974, y=-77.86692011455679, yaw=-1.0837122255738705, v=1.1300600637926095, steer_angle=-0.8726646259971648, target_idx=43, distance_to_target=0.9981217797214434, cte=0.4617, heading_error=-13.96°
Iteration 159: x=34.15200314775329, y=-77.8669211762096, yaw=-0.6891617980919785, v=1.103557060602979, steer_angle=0.8726646259971648, target_idx=43, distance_to_target=1.4233572941701287, cte=0.8864, heading_error=7.93°
Iteration 160: x=34.15200389754675, y=-77.86692192272027, yaw=-0.9417674981108648, v=1.07837920757283, steer_angle=-0.6629353080565618, target_idx=43, distance_to_target=1.315837597744098, cte=0.7792, heading_error=-13.62°
Iteration 161: x=34.15200447236905, y=-77.86692287733729, yaw=-0.7885127312134323, v=1.0844602471941884, steer_angle=0.4402312948591322, target_idx=43, distance_to_target=1.2091030707768997, cte=0.6722, heading_error=0.14°
Iteration 162: x=34.15200516471981, y=-77.866923719191, yaw=-0.8955546362712337, v=1.090237234834479, steer_angle=-0.31628731843572067, target_idx=43, distance_to_target=1.1009383001951651, cte=0.5642, heading_error=-8.12°
Iteration 163: x=34.1520058042928, y=-77.86692468426259, yaw=-0.8595469645228099, v=1.1357253730927552, steer_angle=0.10529103652370556, target_idx=44, distance_to_target=0.9918807254614044, cte=0.4551, heading_error=-2.29°
Iteration 164: x=34.15200649761598, y=-77.8669256565241, yaw=-0.808309379039991, v=1.1789391044381174, steer_angle=0.14386830172149928, target_idx=44, distance_to_target=1.4150939362925536, cte=0.8782, heading_error=-4.45°
Iteration 165: x=34.15200725678296, y=-77.86692661691909, yaw=-0.8707782176315919, v=1.2199921492162116, steer_angle=-0.16905194011360614, target_idx=44, distance_to_target=1.296981008959727, cte=0.7602, heading_error=-7.32°
Iteration 166: x=34.1520079874881, y=-77.86692766518284, yaw=-0.8560420513863802, v=1.258992541755401, steer_angle=0.03899598369803492, target_idx=44, distance_to_target=1.1748532339555744, cte=0.6380, heading_error=-3.94°
Iteration 167: x=34.152008752774414, y=-77.8669287307843, yaw=-0.8930629161564148, v=1.296042914667631, steer_angle=-0.09492893827894933, target_idx=44, distance_to_target=1.04873804805158, cte=0.5119, heading_error=-4.63°
Iteration 168: x=34.152009504780295, y=-77.86692985973248, yaw=-0.8877711978077413, v=1.3312407689342496, steer_angle=0.013249315537693401, target_idx=45, distance_to_target=0.9188899084178987, cte=0.3821, heading_error=-2.42°
Iteration 169: x=34.1520102807322, y=-77.86693101209185, yaw=-0.8137755982438856, v=1.3646787304875372, steer_angle=0.17880959710615213, target_idx=45, distance_to_target=1.3225198367716853, cte=0.7857, heading_error=-2.81°
Iteration 170: x=34.15201114471499, y=-77.86693211711622, yaw=-0.9102336227755594, v=1.3964447939631603, steer_angle=-0.22630264178246245, target_idx=45, distance_to_target=1.185908730054969, cte=0.6492, heading_error=-6.77°
Iteration 171: x=34.1520119332919, y=-77.86693334349422, yaw=-0.8472985305624466, v=1.4266225542650024, steer_angle=0.14600279356373316, target_idx=45, distance_to_target=1.046069394125098, cte=0.5093, heading_error=-1.43°
Iteration 172: x=34.15201280123596, y=-77.86693453090444, yaw=-0.9278856462104891, v=1.4552914265517523, steer_angle=-0.18252963975321318, target_idx=46, distance_to_target=0.9034692933704989, cte=0.3670, heading_error=-4.45°
Iteration 173: x=34.15201358036623, y=-77.86693578776854, yaw=-0.7738702392664176, v=1.4425268552241646, steer_angle=0.3419147111681008, target_idx=46, distance_to_target=1.294478570480651, cte=0.7577, heading_error=-0.35°
Iteration 174: x=34.15201450202236, y=-77.86693687609757, yaw=-0.9606798257642029, v=1.4304005124629564, steer_angle=-0.4105890049293568, target_idx=46, distance_to_target=1.1505015100562794, cte=0.6140, heading_error=-8.58°
Iteration 175: x=34.15201523442411, y=-77.86693814205785, yaw=-0.7898181862454076, v=1.4188804868398086, steer_angle=0.381712794501359, target_idx=46, distance_to_target=1.0074995633972563, cte=0.4708, heading_error=1.68°
Iteration 176: x=34.152016127353214, y=-77.86693923064055, yaw=-0.9757845291519005, v=1.4079364624978181, steer_angle=-0.41474235338524, target_idx=47, distance_to_target=0.8664922540330529, cte=0.3307, heading_error=-7.01°
Iteration 177: x=34.152016817921954, y=-77.8669404635379, yaw=-0.7079269162797661, v=1.367539639372927, steer_angle=0.5784071231546584, target_idx=47, distance_to_target=1.2622908220938256, cte=0.7255, heading_error=2.52°
Iteration 178: x=34.15201772763387, y=-77.86694140444679, yaw=-1.034776012308955, v=1.3291626574042807, steer_angle=-0.6866303008721297, target_idx=47, distance_to_target=1.1266239195790746, cte=0.5904, heading_error=-11.91°
Iteration 179: x=34.15201832241598, y=-77.86694261435574, yaw=-0.6729980613572359, v=1.2927045245340667, steer_angle=0.7506818906033703, target_idx=48, distance_to_target=0.9945299465587318, cte=0.4579, heading_error=5.97°
Iteration 180: x=34.15201920868204, y=-77.86694346805919, yaw=-1.0095275642847183, v=1.2580692983073634, steer_angle=-0.7281859713668629, target_idx=48, distance_to_target=1.4042891378889335, cte=0.8678, heading_error=-14.21°
Iteration 181: x=34.15201979616643, y=-77.86694459719294, yaw=-0.6552590456500827, v=1.2251658333919953, steer_angle=0.767000550752333, target_idx=48, distance_to_target=1.280000851205025, cte=0.7432, heading_error=4.23°
Iteration 182: x=34.15202064899298, y=-77.86694538920213, yaw=-1.0821121262719786, v=1.1939075417223954, steer_angle=-0.8726646259971648, target_idx=48, distance_to_target=1.1590294398105607, cte=0.6226, heading_error=-15.10°
Iteration 183: x=34.15202114138604, y=-77.86694650825646, yaw=-0.6658759173478295, v=1.1642121646362757, steer_angle=0.8726646259971648, target_idx=48, distance_to_target=1.0414455174502761, cte=0.5046, heading_error=8.28°
Iteration 184: x=34.15202194618275, y=-77.86694727222006, yaw=-1.072026098159119, v=1.1360015564044619, steer_angle=-0.8726646259971648, target_idx=49, distance_to_target=0.9283381789467677, cte=0.3926, heading_error=-13.94°
Iteration 185: x=34.15202242418459, y=-77.86694833262574, yaw=-0.675457644055046, v=1.1092014785842388, steer_angle=0.8726646259971648, target_idx=49, distance_to_target=1.3529227625477116, cte=0.8161, heading_error=7.69°
Iteration 186: x=34.15202318614353, y=-77.86694907030028, yaw=-0.9655332586399639, v=1.0837414046550269, steer_angle=-0.7284913384577354, target_idx=49, distance_to_target=1.2447658306809632, cte=0.7084, heading_error=-13.93°
Iteration 187: x=34.15202372926386, y=-77.86695001885742, yaw=-0.7727136988573092, v=1.0595543344222755, steer_angle=0.5452625962211507, target_idx=49, distance_to_target=1.1376035522532442, cte=0.6009, heading_error=1.90°
Iteration 188: x=34.15202441727201, y=-77.86695082940793, yaw=-0.899232802481978, v=1.0665766177011617, steer_angle=-0.3765394056039589, target_idx=49, distance_to_target=1.0323125980603147, cte=0.4960, heading_error=-8.43°
Iteration 189: x=34.15202504130331, y=-77.86695177815962, yaw=-0.8545791471724749, v=1.1132477868161037, steer_angle=0.13291556166268775, target_idx=50, distance_to_target=0.9256610570485817, cte=0.3892, heading_error=-1.53°
Iteration 190: x=34.15202572598485, y=-77.8669527287127, yaw=-0.8010734673667239, v=1.1575853974752985, steer_angle=0.15287059380331003, target_idx=50, distance_to_target=1.2522280151301195, cte=0.8144, heading_error=-4.06°
Iteration 191: x=34.15202647816411, y=-77.86695366658618, yaw=-0.862194999449782, v=1.1997061276015337, steer_angle=-0.16821872858786502, target_idx=50, distance_to_target=1.1362744459408132, cte=0.6985, heading_error=-7.00°
Iteration 192: x=34.15202720498946, y=-77.86695469130346, yaw=-0.8499168653094491, v=1.239720821221457, steer_angle=0.033001184148392704, target_idx=50, distance_to_target=1.0161564534285303, cte=0.5783, heading_error=-3.69°
Iteration 193: x=34.152027964776146, y=-77.86695573624829, yaw=-0.8824639516840823, v=1.2777347801603842, steer_angle=-0.0847051315066012, target_idx=51, distance_to_target=0.8919951623022773, cte=0.4542, heading_error=-4.17°
Iteration 194: x=34.152028693796105, y=-77.86695680724858, yaw=-1.0321096228961602, v=1.273848041152365, steer_angle=-0.37323048410379966, target_idx=51, distance_to_target=1.2932260217874534, cte=-0.7640, heading_error=0.53°
Iteration 195: x=34.15202928082442, y=-77.86695799416582, yaw=-0.8427925402449314, v=1.2701556390947466, steer_angle=0.46111187774588447, target_idx=51, distance_to_target=1.166332192105121, cte=-0.6366, heading_error=9.74°
Iteration 196: x=34.152030064084215, y=-77.86695905604006, yaw=-0.9352210268963903, v=1.3066478571400093, steer_angle=-0.2315608155967158, target_idx=51, distance_to_target=1.0439151621168785, cte=-0.5129, heading_error=0.71°
Iteration 197: x=34.152030760042464, y=-77.8669601960674, yaw=-0.7871950962974055, v=1.301315464283009, steer_angle=0.3624215285452604, target_idx=52, distance_to_target=0.9138559978600641, cte=-0.3826, heading_error=6.88°
Iteration 198: x=34.152031565234694, y=-77.8669611725526, yaw=-0.3688588579243357, v=1.2662496910688585, steer_angle=0.8335453321710327, target_idx=52, distance_to_target=1.3289452629816823, cte=-0.7869, heading_error=14.99°
Iteration 199: x=34.15203260127893, y=-77.86696165649127, yaw=-0.8096660615166805, v=1.2329372065154156, steer_angle=-0.8726646259971648, target_idx=52, distance_to_target=1.2101216527132534, cte=-0.6609, heading_error=-6.74°
Iteration 200: x=34.152033347745885, y=-77.86696260338884, yaw=-0.380173435770605, v=1.201290346189645, steer_angle=0.8726646259971648, target_idx=52, distance_to_target=1.0869692990904447, cte=-0.5442, heading_error=18.19°
Iteration 201: x=34.152034327566284, y=-77.86696307653172, yaw=-0.5895043886581006, v=1.1712258288801627, steer_angle=-0.5372962368380463, target_idx=53, distance_to_target=0.9768753417483476, cte=-0.4243, heading_error=-3.37°
Iteration 202: x=34.15203518324323, y=-77.86696376810171, yaw=-0.18097201837223914, v=1.1426645374361546, steer_angle=0.8726646259971648, target_idx=53, distance_to_target=1.412113504781904, cte=-0.8598, heading_error=22.55°
Iteration 203: x=34.15203619839988, y=-77.86696399255582, yaw=-0.292303136590177, v=1.1455313105643468, steer_angle=-0.3132889163449264, target_idx=53, distance_to_target=1.308942701242156, cte=-0.7486, heading_error=1.62°
Iteration 204: x=34.1520371889845, y=-77.86696435276264, yaw=-0.1810133358844308, v=1.1482547450361293, steer_angle=0.31248477198411345, target_idx=53, distance_to_target=1.194636301706814, cte=-0.6357, heading_error=8.36°
Iteration 205: x=34.152038244286985, y=-77.86696458614756, yaw=-0.1997732760014833, v=1.190842007784323, steer_angle=-0.05246350927011045, target_idx=53, distance_to_target=1.0817070147766303, cte=-0.5213, heading_error=3.22°
Iteration 206: x=34.15203933150439, y=-77.8669648521533, yaw=-0.13665722365240046, v=1.2312999073951068, steer_angle=0.16923135794709382, target_idx=54, distance_to_target=0.9630911670903493, cte=-0.4053, heading_error=4.96°
Iteration 207: x=34.15204040226988, y=-77.86696503008268, yaw=0.1661244894837351, v=1.1997349120253513, steer_angle=0.699389999784652, target_idx=54, distance_to_target=1.3993579713412114, cte=-0.8408, heading_error=13.93°
Iteration 208: x=34.152041441589056, y=-77.86696481950662, yaw=-0.06554427131572585, v=1.1697481664240839, steer_angle=-0.5834893643608228, target_idx=54, distance_to_target=1.2827837871934646, cte=-0.7212, heading_error=-1.98°
Iteration 209: x=34.15204246754417, y=-77.86696490088161, yaw=0.14315808551476353, v=1.1412607581028797, steer_angle=0.5474241395205546, target_idx=54, distance_to_target=1.1660840059080277, cte=-0.6081, heading_error=10.90°
Iteration 210: x=34.152043487808136, y=-77.86696472317037, yaw=0.0400186466226454, v=1.1441977201977358, steer_angle=-0.2918887655320704, target_idx=54, distance_to_target=1.053847111122352, cte=-0.4942, heading_error=0.20°
Iteration 211: x=34.15204455631037, y=-77.8669646714722, yaw=0.13232804231439949, v=1.186987834187849, steer_angle=0.25364283452731007, target_idx=55, distance_to_target=0.9395238607690375, cte=-0.3852, heading_error=5.93°
Iteration 212: x=34.15204559011009, y=-77.86696450519258, yaw=0.36000880514975664, v=1.1576384424784565, steer_angle=0.580294702139563, target_idx=55, distance_to_target=1.3621739236990535, cte=-0.8213, heading_error=12.56°
Iteration 213: x=34.1520465679559, y=-77.8669640604177, yaw=0.2214911911305648, v=1.1597565203545337, steer_angle=-0.37888695536861783, target_idx=55, distance_to_target=1.2481548435168004, cte=-0.7056, heading_error=0.51°
Iteration 214: x=34.15204758902597, y=-77.86696378257324, yaw=0.3365649485371779, v=1.161768694336807, steer_angle=0.3188993221693237, target_idx=55, distance_to_target=1.1323537920123878, cte=-0.5933, heading_error=8.11°
Iteration 215: x=34.15204861258214, y=-77.86696334982824, yaw=0.2948637529005345, v=1.2036802596199667, steer_angle=-0.11497318637966578, target_idx=55, distance_to_target=1.0166789137730834, cte=-0.4786, heading_error=2.14°
Iteration 216: x=34.15204968450027, y=-77.86696295642614, yaw=0.34851229362081326, v=1.2434962466389683, steer_angle=0.14283173342444075, target_idx=56, distance_to_target=0.8963663097494141, cte=-0.3647, heading_error=4.33°
Iteration 217: x=34.152050710175025, y=-77.86696250609454, yaw=0.7138082128513134, v=1.2113214343070198, steer_angle=0.7880048665381588, target_idx=56, distance_to_target=1.2708832165502602, cte=-0.7721, heading_error=14.55°
Iteration 218: x=34.1520515142312, y=-77.8669616645134, yaw=0.33370052528323957, v=1.1807553625916687, steer_angle=-0.8206278547821483, target_idx=56, distance_to_target=1.15168243327481, cte=-0.6510, heading_error=-5.28°
Iteration 219: x=34.15205249457813, y=-77.86696125384151, yaw=0.745469599539485, v=1.1517175944620852, steer_angle=0.8726646259971648, target_idx=56, distance_to_target=1.035554629757608, cte=-0.5445, heading_error=15.24°
Iteration 220: x=34.15205323870212, y=-77.86696042373792, yaw=0.36051440895900355, v=1.1241317147389809, steer_angle=-0.85137265216086, target_idx=57, distance_to_target=0.9225334411493981, cte=-0.4303, heading_error=-6.96°
Iteration 221: x=34.15205416423865, y=-77.86696000211025, yaw=0.7530512740252935, v=1.0979251290020318, steer_angle=0.8726646259971648, target_idx=57, distance_to_target=1.1431715059616212, cte=-0.8127, heading_error=30.96°
Iteration 222: x=34.15205488926211, y=-77.86695918092391, yaw=0.9258226174823456, v=1.1030288725519302, steer_angle=0.48118022863987014, target_idx=57, distance_to_target=1.0452848908581887, cte=-0.7043, heading_error=10.99°
Iteration 223: x=34.15205551095401, y=-77.86695818233312, yaw=0.8443228413820383, v=1.1478774289243336, steer_angle=-0.232392131275272, target_idx=58, distance_to_target=0.9354320337215779, cte=-0.5971, heading_error=1.74°
Iteration 224: x=34.15205618146512, y=-77.86695727050787, yaw=1.2449249329022243, v=1.120483557478117, steer_angle=0.8726646259971648, target_idx=58, distance_to_target=1.0452086721699976, cte=-0.8206, heading_error=33.04°
Iteration 225: x=34.1520564971175, y=-77.86695614174504, yaw=1.4977972043939523, v=1.094459379604211, steer_angle=0.656278430937643, target_idx=59, distance_to_target=0.9509663103014233, cte=-0.7084, heading_error=13.02°
Iteration 226: x=34.15205656740622, y=-77.86695498029361, yaw=1.7670119934513222, v=1.0697364106240004, steer_angle=0.6980039816956983, target_idx=59, distance_to_target=1.2770126888482518, cte=-0.8438, heading_error=14.47°
Iteration 227: x=34.15205637837508, y=-77.86695383113242, yaw=1.6145340361388947, v=1.0762495900928004, steer_angle=-0.4412029443056983, target_idx=59, distance_to_target=1.1744280019569848, cte=-0.7364, heading_error=0.30°
Iteration 228: x=34.152056335737036, y=-77.86695265387999, yaw=1.7401496748365481, v=1.0824371105881605, steer_angle=0.36910134506110565, target_idx=59, distance_to_target=1.0665216671746915, cte=-0.6336, heading_error=9.26°
Iteration 229: x=34.15205616441102, y=-77.86695144312851, yaw=1.7139851764293723, v=1.1283152550587525, steer_angle=-0.0771432609283994, target_idx=60, distance_to_target=0.9603098854904055, cte=-0.5272, heading_error=3.17°
Iteration 230: x=34.15205602275236, y=-77.86695025583812, yaw=1.9537617219868026, v=1.101899492305815, steer_angle=0.6275330222036254, target_idx=60, distance_to_target=1.354668558458298, cte=-0.8477, heading_error=13.51°
Iteration 231: x=34.152055650155404, y=-77.86694913821422, yaw=1.8276356296714997, v=1.1068045176905241, steer_angle=-0.36301641332954965, target_idx=60, distance_to_target=1.2495734952601159, cte=-0.7383, heading_error=1.12°
Iteration 232: x=34.15205539579549, y=-77.86694796792496, yaw=1.9467327535953982, v=1.1114642918059978, steer_angle=0.34305496407745634, target_idx=60, distance_to_target=1.1390425399348267, cte=-0.6277, heading_error=8.80°
Iteration 233: x=34.15205501347283, y=-77.86694679745845, yaw=1.9263981318712666, v=1.1558910772156978, steer_angle=-0.058573458437551296, target_idx=60, distance_to_target=1.0306454263450155, cte=-0.5162, heading_error=3.22°
Iteration 234: x=34.15205463768653, y=-77.86694557476832, yaw=1.9953892510244848, v=1.198096523354913, steer_angle=0.18963992371620655, target_idx=61, distance_to_target=0.915811783609572, cte=-0.4007, heading_error=5.25°
Iteration 235: x=34.15205417816137, y=-77.86694434651729, yaw=2.012564372192819, v=1.2381916971871674, steer_angle=0.04620420109382911, target_idx=61, distance_to_target=1.3303612147420982, cte=-0.7976, heading_error=6.00°
Iteration 236: x=34.15205368657609, y=-77.86694309049832, yaw=2.060306880750773, v=1.276282112327809, steer_angle=0.12405135584899851, target_idx=61, distance_to_target=1.2086243125142118, cte=-0.6745, heading_error=6.06°
Iteration 237: x=34.152053130617034, y=-77.86694182949297, yaw=2.088522216079743, v=1.3124680067114185, steer_angle=0.07153745737597372, target_idx=61, distance_to_target=1.0832485945267076, cte=-0.5479, heading_error=4.53°
Iteration 238: x=34.152052530112, y=-77.86694055542334, yaw=2.1358354885362143, v=1.3468446063758477, steer_angle=0.11656575422983645, target_idx=62, distance_to_target=0.9537194412051149, cte=-0.4174, heading_error=4.16°
Iteration 239: x=34.15205186465883, y=-77.86693928707274, yaw=2.0627157493838792, v=1.3795023760570553, steer_angle=-0.17487667366710424, target_idx=62, distance_to_target=1.3576666308169807, cte=-0.8207, heading_error=3.00°
Iteration 240: x=34.15205129424807, y=-77.86693800076503, yaw=2.5419892018248267, v=1.3405272572542024, steer_angle=0.8726646259971648, target_idx=62, distance_to_target=1.2209439846923964, cte=0.6841, heading_error=8.08°
Iteration 241: x=34.15205032477285, y=-77.8669371999809, yaw=2.0759536396725786, v=1.3035008943914923, steer_angle=-0.8726646259971648, target_idx=62, distance_to_target=1.0905758820273963, cte=0.5546, heading_error=-17.81°
Iteration 242: x=34.152049771799796, y=-77.86693599169382, yaw=2.5076891062417537, v=1.2683258496719176, steer_angle=0.8483971973682807, target_idx=63, distance_to_target=0.9636090176852928, cte=0.4268, heading_error=7.28°
Iteration 243: x=34.15204887540943, y=-77.86693519543323, yaw=2.0661767358493215, v=1.2349095571883217, steer_angle=-0.8726646259971648, target_idx=63, distance_to_target=1.3765040367654748, cte=0.8399, heading_error=-16.63°
Iteration 244: x=34.1520483601448, y=-77.86693404308092, yaw=2.49633927005548, v=1.2031640793289056, steer_angle=0.8726646259971648, target_idx=63, distance_to_target=1.2555301998051611, cte=0.7186, heading_error=7.61°
Iteration 245: x=34.15204751584751, y=-77.86693327510665, yaw=2.0769590802262816, v=1.1730058753624604, steer_angle=-0.8726646259971648, target_idx=63, distance_to_target=1.1382117648157617, cte=0.6018, heading_error=-15.74°
Iteration 246: x=34.152047016016986, y=-77.86693218552821, yaw=2.486096042897368, v=1.1443555815943374, steer_angle=0.8726646259971648, target_idx=63, distance_to_target=1.022947606283278, cte=0.4861, heading_error=7.15°
Iteration 247: x=34.15204621817396, y=-77.8669314442169, yaw=2.086690146026488, v=1.1171378025146206, steer_angle=-0.8726646259971648, target_idx=64, distance_to_target=0.9112023338334762, cte=0.3752, heading_error=-14.80°
Iteration 248: x=34.152045733180664, y=-77.86693041082657, yaw=2.4768515303871723, v=1.0912809123888896, steer_angle=0.8726646259971648, target_idx=64, distance_to_target=1.3380043067169425, cte=0.8011, heading_error=6.47°
Iteration 249: x=34.152044976795274, y=-77.86692969449362, yaw=2.140201716366523, v=1.066716866769445, steer_angle=-0.8107249285934877, target_idx=64, distance_to_target=1.2310575296342139, cte=0.6945, heading_error=-14.89°
Iteration 250: x=34.152044470021025, y=-77.86692873784654, yaw=2.393198304604259, v=1.0433810234309728, steer_angle=0.6797565861257221, target_idx=64, distance_to_target=1.1258957497412143, cte=0.5890, heading_error=3.53°
Iteration 251: x=34.15204377604839, y=-77.86692795913387, yaw=2.2133936350932863, v=1.0512119722594242, steer_angle=-0.5181820189405775, target_idx=64, distance_to_target=1.0226457849969695, cte=0.4861, heading_error=-10.10°
Iteration 252: x=34.15204318289867, y=-77.86692700166121, yaw=2.2911407743486167, v=1.098651373646453, steer_angle=0.23165198889948385, target_idx=65, distance_to_target=0.9177783321660021, cte=0.3810, heading_error=-0.32°
